ID,City A,City B,Distance,Time of Day,Weather,Traffic,Road Quality,Driver Experience,deliver_time
2303,Botosani,Iasi,109,26,Clear,523.0165090339322,523,8,139
2304,Satu Mare,Braila,679,1176,Clear,670.6071482857001,870,12,657
2305,Hunedoara,Pitesti,283,521,Rain,938.5645891888288,108,32,312
2306,Oradea,Ploiesti,530,1090,Snow,572.4851461334501,3,33,535
2307,Bucuresti,Baia Mare,581,999,Fog,728.8181223457276,711,15,586
2308,Buzau,Resita,622,815,Clear,262.76185699972643,560,2,598
2309,Botosani,Targu Mures,321,1125,Clear,823.1982287851197,344,35,337
2310,Craiova,Tulcea,548,444,Clear,176.10821796453646,307,12,529
2311,Baia Mare,Bucuresti,581,925,Rain,549.7320134635223,641,2,577
2312,Ploiesti,Focsani,176,23,Snow,391.4729540597308,508,3,206
2313,Arad,Buzau,635,52,Clear,480.3981246805319,830,23,597
2314,Slatina,Braila,398,1172,Clear,877.0872885806167,662,22,407
2315,Ramnicu Valcea,Resita,298,311,Clear,889.7076037332292,271,27,313
2316,Brasov,Oradea,416,32,Rain,578.2389211686649,267,25,417
2317,Focsani,Targu Mures,318,629,Fog,886.3214024819516,361,18,359
2318,Cluj-Napoca,Brasov,272,539,Snow,49.69304263658736,156,37,282
2319,Suceava,Tulcea,404,722,Rain,654.1467964555623,780,2,416
2320,Deva,Roman,440,263,Snow,229.4382107836632,724,8,435
2321,Targoviste,Resita,458,18,Clear,21.550874063176906,598,27,427
2322,Resita,Craiova,272,407,Clear,643.488186665698,939,30,272
2323,Slatina,Drobeta-Turnu Severin,162,456,Snow,494.6139843642411,146,33,197
2324,Targoviste,Craiova,188,332,Fog,206.9891734883813,152,37,214
2325,Craiova,Buzau,353,849,Rain,392.45159970835954,653,39,350
2326,Suceava,Oradea,454,581,Fog,669.1290455465763,75,7,481
2327,Buzau,Suceava,341,559,Snow,577.9341027342998,91,7,373
2328,Barlad,Botosani,226,722,Rain,300.31192586736523,707,29,230
2329,Oradea,Roman,488,574,Fog,830.0488577759412,886,24,492
2330,Tulcea,Suceava,404,1129,Clear,963.5655032269074,936,25,409
2331,Focsani,Alba Iulia,398,54,Snow,37.170035373218056,588,31,382
2332,Targu Mures,Hunedoara,206,1239,Clear,175.4516005290704,39,10,231
2333,Deva,Focsani,447,1334,Rain,992.6541751721835,814,10,467
2334,Roman,Sibiu,337,1153,Fog,769.5246963280752,396,21,368
2335,Ramnicu Valcea,Roman,531,557,Snow,401.16875969442987,856,23,513
2336,Ploiesti,Tulcea,365,401,Clear,378.76923861232,928,20,357
2337,Satu Mare,Iasi,470,990,Rain,591.9886477454344,300,12,480
2338,Tulcea,Focsani,187,121,Rain,148.06658388547345,810,13,194
2339,Suceava,Brasov,338,82,Fog,402.361543836669,524,17,350
2340,Resita,Satu Mare,411,128,Fog,525.2841072714623,918,1,418
2341,Sibiu,Craiova,229,942,Snow,485.18566239227476,680,12,257
2342,Suceava,Targu Mures,279,673,Clear,389.0635424363732,228,26,288
2343,Iasi,Vaslui,66,412,Snow,913.9718734108089,947,14,117
2344,Galati,Drobeta-Turnu Severin,582,834,Clear,629.1952729520128,851,23,558
2345,Timisoara,Baia Mare,372,68,Clear,765.4540829484387,211,8,389
2346,Ramnicu Valcea,Drobeta-Turnu Severin,197,51,Clear,500.2509786856667,939,11,210
2347,Suceava,Timisoara,603,459,Fog,44.81299602201805,350,34,575
2348,Tulcea,Resita,801,419,Snow,548.3783444361197,763,31,764
2349,Deva,Focsani,447,1350,Rain,57.82447135240232,717,16,436
2350,Iasi,Alba Iulia,443,1201,Rain,133.73488434330838,442,38,426
2351,Focsani,Constanta,284,431,Snow,850.6438666074757,697,10,316
2352,Deva,Constanta,623,780,Rain,531.3526683465178,917,17,599
2353,Deva,Tulcea,710,91,Fog,100.42821735624085,759,9,675
2354,Barlad,Baia Mare,482,586,Snow,400.1543776718212,482,3,488
2355,Baia Mare,Buzau,562,772,Clear,870.5126182329341,86,29,560
2356,Botosani,Barlad,226,1129,Snow,358.5529816641876,820,18,248
2357,Vaslui,Braila,176,175,Rain,739.2558013369643,135,10,218
2358,Botosani,Sibiu,410,1385,Fog,858.070364469923,260,19,445
2359,Bucuresti,Botosani,470,1401,Clear,406.3749494775173,181,24,470
2360,Barlad,Targoviste,302,632,Rain,407.0688882222668,162,9,327
2361,Oradea,Suceava,454,144,Fog,347.41739759390424,264,21,458
2362,Satu Mare,Suceava,352,594,Clear,422.0847416901211,587,10,354
2363,Drobeta-Turnu Severin,Tulcea,657,130,Rain,797.9002174366464,898,8,642
2364,Resita,Targoviste,458,188,Fog,511.12312619767874,877,31,448
2365,Galati,Buzau,124,580,Clear,636.8458565601225,352,5,166
2366,Roman,Ploiesti,326,237,Fog,688.6547163788322,36,9,366
2367,Baia Mare,Deva,313,772,Rain,188.85424846216026,928,29,301
2368,Galati,Brasov,267,840,Fog,990.1494222500514,795,9,312
2369,Targu Mures,Slatina,307,92,Fog,502.9161579587948,497,9,334
2370,Arad,Satu Mare,255,64,Clear,58.43301595906214,320,36,245
2371,Roman,Brasov,233,1401,Rain,260.54437791809113,769,1,260
2372,Targoviste,Drobeta-Turnu Severin,297,566,Snow,202.91483453444525,458,29,306
2373,Constanta,Tulcea,132,799,Snow,688.6109072179071,773,26,169
2374,Braila,Craiova,470,140,Snow,280.6147210090717,298,22,465
2375,Ploiesti,Deva,379,1104,Snow,895.7347852915507,639,10,411
2376,Braila,Sibiu,434,435,Snow,752.2584088226348,731,10,443
2377,Baia Mare,Vaslui,454,825,Rain,386.23489183278593,114,13,463
2378,Constanta,Ploiesti,291,181,Snow,62.06549963508523,349,27,289
2379,Braila,Drobeta-Turnu Severin,561,1198,Fog,143.5193333272332,925,12,550
2380,Sibiu,Focsani,318,110,Fog,557.6594464413504,570,39,329
2381,Pitesti,Resita,395,1157,Clear,685.7648178318525,293,23,409
2382,Pitesti,Ramnicu Valcea,61,420,Fog,813.3993611925617,418,30,117
2383,Buzau,Deva,460,598,Rain,857.3309710059726,737,24,462
2384,Targoviste,Alba Iulia,300,623,Clear,447.1478939634341,159,6,320
2385,Iasi,Drobeta-Turnu Severin,751,356,Snow,612.00104629353,48,4,745
2386,Tulcea,Iasi,307,474,Snow,624.1680256032303,878,5,325
2387,Craiova,Ploiesti,245,72,Snow,838.677284590446,346,28,277
2388,Buzau,Galati,124,378,Snow,441.3394300856869,365,35,154
2389,Targoviste,Suceava,470,506,Clear,433.5061764706376,390,9,467
2390,Vaslui,Buzau,226,837,Snow,614.0875001863858,44,1,275
2391,Constanta,Bucuresti,229,859,Clear,795.7501012685542,537,14,261
2392,Galati,Suceava,318,295,Clear,762.456909328949,714,14,326
2393,Timisoara,Tulcea,849,1096,Rain,373.56342296971303,826,7,809
2394,Tulcea,Arad,882,72,Fog,15.612866239906985,434,10,837
2395,Botosani,Targu Mures,321,466,Rain,107.32382605147973,987,22,308
2396,Ramnicu Valcea,Targoviste,131,573,Rain,287.26754232437236,871,13,152
2397,Pitesti,Buzau,237,387,Rain,769.982983456307,30,23,271
2398,Focsani,Galati,86,771,Fog,601.720180575527,74,35,135
2399,Sibiu,Resita,269,542,Clear,873.28391179132,521,13,291
2400,Resita,Suceava,610,614,Fog,891.961184562283,793,30,604
2401,Targu Mures,Satu Mare,281,292,Snow,976.5209108676488,25,4,333
2402,Iasi,Timisoara,657,805,Clear,39.34517004382088,843,39,602
2403,Botosani,Baia Mare,336,1424,Clear,841.3673220158234,756,1,359
2404,Resita,Iasi,665,215,Snow,528.7588665136423,469,15,648
2405,Pitesti,Iasi,526,722,Fog,849.4908498419533,169,14,551
2406,Drobeta-Turnu Severin,Slatina,162,1100,Clear,211.7623408278615,264,12,188
2407,Ramnicu Valcea,Bacau,487,1142,Rain,71.42135931026449,544,35,467
2408,Brasov,Resita,420,243,Fog,666.198002988647,668,25,429
2409,Oradea,Cluj-Napoca,159,765,Fog,827.3152640472374,432,1,219
2410,Cluj-Napoca,Hunedoara,177,147,Rain,625.9817624788351,732,39,190
2411,Vaslui,Satu Mare,513,0,Rain,807.8035363102273,648,3,518
2412,Iasi,Oradea,567,539,Clear,647.717251787983,550,34,547
2413,Constanta,Ploiesti,291,18,Rain,321.87903737716226,236,9,307
2414,Baia Mare,Cluj-Napoca,142,1337,Snow,192.3403244347852,85,28,176
2415,Satu Mare,Timisoara,309,99,Snow,29.786152376637396,273,19,314
2416,Pitesti,Botosani,588,1211,Rain,377.63589703058153,732,9,577
2417,Vaslui,Ramnicu Valcea,521,1370,Rain,589.0009137302665,284,31,517
2418,Focsani,Vaslui,141,578,Snow,447.5737678079337,828,27,165
2419,Constanta,Slatina,406,1190,Fog,552.024788922607,791,22,420
2420,Barlad,Sibiu,379,625,Clear,315.1714708265321,392,13,383
2421,Targoviste,Suceava,470,81,Clear,204.29303216323024,100,10,463
2422,Botosani,Baia Mare,336,669,Snow,560.76836735108,323,33,348
2423,Bacau,Constanta,391,240,Rain,33.90582795185493,256,27,379
2424,Buzau,Timisoara,602,725,Rain,928.0675761106045,145,36,599
2425,Bucuresti,Galati,241,386,Snow,150.13506375663667,69,26,260
2426,Barlad,Bacau,98,310,Fog,525.1166184105755,470,11,146
2427,Baia Mare,Sibiu,306,596,Snow,462.02508099407567,621,27,318
2428,Cluj-Napoca,Bacau,362,643,Clear,379.86339884008066,831,37,348
2429,Constanta,Bucuresti,229,1001,Fog,793.6109014730628,410,22,273
2430,Botosani,Slatina,648,1089,Rain,692.5621325387078,18,7,651
2431,Deva,Satu Mare,347,508,Snow,429.9906339421202,911,34,345
2432,Targu Mures,Cluj-Napoca,112,600,Clear,652.3917084926494,773,37,128
2433,Resita,Alba Iulia,226,1322,Rain,398.9790749821305,355,9,259
2434,Tulcea,Resita,801,766,Snow,531.3889799359863,248,22,777
2435,Alba Iulia,Pitesti,234,552,Fog,169.55005288523407,744,18,250
2436,Buzau,Satu Mare,637,1148,Snow,840.9422717105407,740,26,630
2437,Oradea,Buzau,613,1206,Clear,625.0312377536596,798,1,600
2438,Drobeta-Turnu Severin,Brasov,374,168,Snow,35.41777918391953,134,24,371
2439,Galati,Roman,213,29,Snow,382.5851990972754,572,24,230
2440,Targoviste,Cluj-Napoca,397,1025,Rain,127.59108610628988,424,4,405
2441,Targu Mures,Vaslui,319,1041,Rain,217.83870082479083,16,20,336
2442,Galati,Ramnicu Valcea,416,436,Fog,35.454980500348455,786,1,418
2443,Sibiu,Constanta,495,771,Snow,487.1004204256505,230,4,509
2444,Drobeta-Turnu Severin,Roman,697,389,Rain,352.0862262827713,737,12,665
2445,Brasov,Drobeta-Turnu Severin,374,211,Clear,262.0436002201706,762,10,359
2446,Arad,Bacau,622,1315,Snow,205.12170057540035,702,12,607
2447,Satu Mare,Roman,430,1434,Clear,528.7534280559896,138,9,444
2448,Bucuresti,Targoviste,81,598,Snow,903.7563423111405,126,2,146
2449,Bucuresti,Slatina,180,1229,Fog,748.1265619522641,690,19,224
2450,Ramnicu Valcea,Brasov,166,61,Clear,5.3265830818169935,290,6,182
2451,Focsani,Bucuresti,204,894,Snow,574.3420334584931,797,12,233
2452,Constanta,Brasov,397,1150,Snow,671.6529844860962,798,21,408
2453,Vaslui,Iasi,66,51,Fog,781.8163515940989,127,35,120
2454,Iasi,Vaslui,66,246,Clear,107.53047438838604,705,22,79
2455,Baia Mare,Targoviste,533,1153,Snow,668.7481132443793,45,30,541
2456,Buzau,Galati,124,169,Snow,344.7434293834665,461,14,159
2457,Braila,Craiova,470,448,Clear,241.91833595341993,832,2,455
2458,Oradea,Hunedoara,208,197,Rain,245.43543957925795,303,7,234
2459,Buzau,Targu Mures,367,985,Snow,804.8517264313112,19,26,398
2460,Drobeta-Turnu Severin,Targu Mures,403,259,Fog,261.1023030573234,96,37,407
2461,Iasi,Bucuresti,409,872,Clear,369.48943519998244,31,37,410
2462,Craiova,Timisoara,341,1193,Snow,157.0345439797296,730,36,338
2463,Constanta,Timisoara,779,560,Rain,874.8633830264703,461,26,754
2464,Bacau,Brasov,178,1240,Rain,264.413114644805,702,25,195
2465,Constanta,Timisoara,779,646,Snow,629.49330603633,328,24,753
2466,Ramnicu Valcea,Satu Mare,447,4,Snow,534.0156486138762,448,35,443
2467,Buzau,Cluj-Napoca,470,908,Snow,726.9636611175895,757,35,467
2468,Iasi,Braila,241,96,Clear,900.7561616385734,735,12,262
2469,Constanta,Barlad,309,806,Rain,852.8572839390308,939,4,332
2470,Bucuresti,Deva,396,1184,Fog,351.45775363321616,578,10,421
2471,Baia Mare,Alba Iulia,238,1030,Rain,285.18379475556543,440,23,251
2472,Targu Mures,Focsani,318,493,Snow,147.48137628702307,724,20,323
2473,Suceava,Craiova,693,261,Snow,619.2224381450507,136,39,673
2474,Iasi,Vaslui,66,846,Rain,462.3336803698224,767,30,94
2475,Deva,Brasov,273,1143,Snow,100.56686411037586,154,13,296
2476,Hunedoara,Buzau,460,1008,Clear,300.2806605551027,571,18,448
2477,Timisoara,Roman,579,115,Clear,232.54046372895652,135,38,547
2478,Constanta,Tulcea,132,546,Rain,373.2502781454231,596,7,160
2479,Barlad,Buzau,170,383,Rain,42.730019726734184,963,13,178
2480,Buzau,Ramnicu Valcea,295,991,Clear,949.8583602385098,599,2,327
2481,Barlad,Targu Mures,335,1396,Fog,996.549142718778,862,30,364
2482,Ramnicu Valcea,Iasi,585,1210,Clear,945.8232646127963,436,13,592
2483,Hunedoara,Deva,16,1352,Fog,285.64715329378066,832,28,59
2484,Deva,Cluj-Napoca,177,108,Fog,700.4259917753824,694,14,215
2485,Braila,Satu Mare,679,786,Fog,97.40358815712324,966,1,656
2486,Iasi,Suceava,145,1043,Fog,415.49033535917215,171,22,189
2487,Baia Mare,Timisoara,372,76,Clear,78.29024346093105,24,23,368
2488,Satu Mare,Constanta,843,806,Rain,167.5168930604749,101,33,794
2489,Bucuresti,Hunedoara,396,896,Fog,383.64010498809654,202,16,417
2490,Targu Mures,Brasov,170,1101,Rain,642.8266279297329,729,4,206
2491,Buzau,Targu Mures,367,84,Rain,763.2630980398687,419,37,375
2492,Brasov,Roman,233,1432,Rain,896.7932648238364,180,26,276
2493,Craiova,Iasi,642,1198,Snow,775.6839156305939,996,37,618
2494,Deva,Slatina,317,890,Snow,40.087643453630584,257,5,337
2495,Galati,Vaslui,155,1098,Rain,350.11876025015397,285,11,191
2496,Targu Mures,Alba Iulia,132,961,Snow,323.25682814795084,664,37,151
2497,Bacau,Vaslui,83,607,Fog,624.0532024523521,202,19,138
2498,Buzau,Resita,622,81,Fog,145.9249711160968,419,36,593
2499,Vaslui,Focsani,141,70,Snow,741.1487472666676,966,22,168
2500,Roman,Galati,213,816,Clear,33.14364597800934,36,18,228
2501,Oradea,Constanta,818,545,Rain,971.9087349953196,779,38,778
2502,Cluj-Napoca,Alba Iulia,103,112,Clear,100.35171756710992,127,20,126
2503,Drobeta-Turnu Severin,Slatina,162,908,Rain,550.7098476557532,463,22,194
2504,Tulcea,Baia Mare,686,159,Rain,976.6203352960791,987,34,657
2505,Craiova,Bucuresti,234,595,Clear,249.90114568404442,766,34,226
2506,Barlad,Arad,682,833,Snow,669.2649361484282,591,16,669
2507,Vaslui,Drobeta-Turnu Severin,687,1225,Fog,635.8844728007493,243,32,677
2508,Tulcea,Resita,801,54,Rain,43.93675589123447,424,29,745
2509,Iasi,Vaslui,66,1167,Clear,956.1036484729663,893,10,111
2510,Ramnicu Valcea,Oradea,420,39,Fog,662.8312775386559,189,14,443
2511,Roman,Botosani,115,139,Rain,732.9010666790073,207,15,158
2512,Galati,Targu Mures,404,15,Clear,727.7690874240433,665,22,402
2513,Suceava,Braila,345,276,Fog,708.3208229748033,598,20,363
2514,Roman,Hunedoara,439,638,Clear,704.0156165555768,19,7,460
2515,Focsani,Slatina,383,1234,Snow,58.99956574209686,856,10,384
2516,Oradea,Botosani,496,1331,Fog,436.76535340798404,660,14,503
2517,Timisoara,Pitesti,423,530,Clear,201.76980004901714,266,24,413
2518,Resita,Ploiesti,514,220,Fog,952.2706789282174,322,34,526
2519,Resita,Sibiu,269,28,Rain,637.7109389093207,264,11,295
2520,Botosani,Cluj-Napoca,343,662,Fog,517.8777010370114,605,5,365
2521,Bacau,Targu Mures,260,288,Rain,195.33876752826063,679,32,256
2522,Targu Mures,Slatina,307,1152,Fog,117.18271237464417,237,4,338
2523,Targoviste,Bacau,322,1434,Snow,112.46779712611787,839,14,328
2524,Craiova,Slatina,53,1397,Snow,919.1941507514105,343,3,130
2525,Constanta,Cluj-Napoca,687,721,Clear,505.93258044098957,458,24,660
2526,Barlad,Tulcea,189,645,Fog,665.4782355177861,538,33,218
2527,Targoviste,Baia Mare,533,1054,Fog,146.8048973190389,919,29,513
2528,Braila,Tulcea,104,341,Snow,493.98827579109195,139,26,142
2529,Brasov,Bacau,178,953,Rain,545.0286985547981,607,2,217
2530,Slatina,Drobeta-Turnu Severin,162,787,Rain,577.244418095544,452,6,202
2531,Craiova,Targu Mures,348,272,Snow,255.10706217321044,613,7,357
2532,Braila,Ramnicu Valcea,395,930,Fog,800.3596063813037,881,32,411
2533,Galati,Cluj-Napoca,510,907,Snow,136.1614620941296,986,27,488
2534,Tulcea,Drobeta-Turnu Severin,657,426,Fog,537.4733389383376,912,29,631
2535,Arad,Ploiesti,553,389,Rain,986.4283043449682,490,5,563
2536,Oradea,Cluj-Napoca,159,621,Snow,285.1625975366451,39,3,206
2537,Brasov,Constanta,397,1394,Snow,587.1329631618122,411,15,422
2538,Timisoara,Roman,579,929,Fog,186.65899972582457,584,21,568
2539,Tulcea,Craiova,548,614,Clear,109.55322361026842,814,24,513
2540,Pitesti,Sibiu,155,546,Snow,627.1806984678245,456,4,200
2541,Deva,Timisoara,152,988,Fog,643.0257747027684,746,12,198
2542,Brasov,Alba Iulia,224,1243,Snow,336.93743528841134,754,23,244
2543,Ploiesti,Cluj-Napoca,386,651,Rain,661.5043590860736,14,22,404
2544,Hunedoara,Buzau,460,366,Rain,657.3002323795365,292,24,463
2545,Galati,Oradea,650,1163,Fog,901.1463750941158,78,27,661
2546,Focsani,Buzau,86,335,Clear,806.1537772422639,712,24,117
2547,Bucuresti,Resita,505,1205,Rain,725.0295642738496,792,12,506
2548,Tulcea,Constanta,132,1354,Fog,869.1038846136772,361,31,187
2549,Timisoara,Oradea,171,902,Clear,556.659988280445,844,28,183
2550,Botosani,Resita,653,782,Rain,725.1465495623067,969,17,632
2551,Suceava,Bucuresti,460,1303,Fog,389.0308578460818,982,28,456
2552,Targu Mures,Sibiu,123,1366,Fog,874.4854013120224,54,37,184
2553,Resita,Bucuresti,505,79,Clear,960.215857582282,643,24,498
2554,Arad,Vaslui,694,1238,Clear,424.83645516106105,126,15,677
2555,Oradea,Alba Iulia,246,140,Fog,738.3036494375522,958,31,262
2556,Cluj-Napoca,Buzau,470,899,Rain,199.13421774133656,966,39,440
2557,Suceava,Cluj-Napoca,300,561,Clear,424.67128630268604,67,5,324
2558,Galati,Targoviste,253,302,Snow,117.93759117548197,511,16,266
2559,Suceava,Pitesti,577,356,Fog,543.5934561081508,51,16,581
2560,Vaslui,Buzau,226,57,Rain,642.3401982768947,91,9,261
2561,Alba Iulia,Braila,514,315,Rain,506.5231261687826,70,31,510
2562,Galati,Baia Mare,580,241,Clear,528.7725945514669,255,39,552
2563,Suceava,Sibiu,384,734,Fog,150.4278349346574,358,38,381
2564,Bucuresti,Oradea,589,558,Rain,71.72893812952807,419,7,569
2565,Resita,Focsani,594,390,Rain,810.9670152421202,42,38,586
2566,Cluj-Napoca,Timisoara,318,114,Fog,297.62777548287033,106,15,338
2567,Barlad,Sibiu,379,1146,Fog,463.56384729073073,620,27,389
2568,Sibiu,Iasi,415,567,Fog,222.0868143125989,354,14,427
2569,Deva,Iasi,518,969,Fog,367.18692454626154,844,13,510
2570,Hunedoara,Alba Iulia,79,890,Fog,57.566836427554556,423,1,127
2571,Baia Mare,Satu Mare,59,579,Clear,428.85982062203254,360,17,91
2572,Ploiesti,Galati,209,920,Rain,544.7041122949488,858,40,215
2573,Focsani,Pitesti,322,470,Clear,21.99062514974259,372,30,310
2574,Focsani,Timisoara,587,534,Rain,372.71902531431124,402,10,574
2575,Botosani,Satu Mare,395,201,Snow,820.1637983602708,50,33,413
2576,Ploiesti,Deva,379,677,Snow,852.7461399068836,590,17,401
2577,Resita,Pitesti,395,113,Snow,344.06820688680216,936,29,385
2578,Timisoara,Satu Mare,309,595,Snow,3.116195111389164,737,29,305
2579,Slatina,Buzau,297,822,Snow,219.24555597558282,226,3,327
2580,Targoviste,Buzau,130,939,Clear,338.4393033383299,736,33,142
2581,Oradea,Baia Mare,184,506,Fog,696.8862413457193,629,13,224
2582,Bucuresti,Pitesti,118,975,Rain,362.54622024442176,532,19,146
2583,Roman,Hunedoara,439,126,Rain,419.51410447887605,363,39,428
2584,Craiova,Hunedoara,239,922,Rain,189.4103048521134,32,33,255
2585,Satu Mare,Timisoara,309,281,Fog,875.8132675140769,9,11,356
2586,Buzau,Ramnicu Valcea,295,267,Snow,177.40527653823534,420,31,297
2587,Targu Mures,Hunedoara,206,1039,Clear,368.5043108560676,244,30,222
2588,Ramnicu Valcea,Hunedoara,229,666,Fog,662.3224660998522,298,36,257
2589,Drobeta-Turnu Severin,Braila,561,1140,Snow,287.89403423672996,570,5,559
2590,Hunedoara,Deva,16,1019,Rain,462.8040579352558,896,10,59
2591,Ramnicu Valcea,Satu Mare,447,308,Rain,682.9030421688364,631,40,436
2592,Timisoara,Arad,60,522,Rain,289.1435253951811,441,16,94
2593,Ploiesti,Bucuresti,78,110,Clear,871.8944889406633,210,34,115
2594,Timisoara,Drobeta-Turnu Severin,229,1202,Clear,650.2452246430364,361,40,249
2595,Alba Iulia,Deva,79,843,Fog,116.3246456078818,895,27,103
2596,Oradea,Brasov,416,677,Clear,664.2429384330028,627,21,415
2597,Timisoara,Iasi,657,279,Clear,484.1666747996689,684,28,619
2598,Oradea,Timisoara,171,970,Fog,958.7909154473987,329,2,237
2599,Constanta,Deva,623,1411,Fog,899.7406433017105,79,40,631
2600,Botosani,Oradea,496,46,Clear,464.8496860604603,346,28,480
2601,Buzau,Tulcea,212,153,Clear,612.4155320136935,158,4,246
2602,Arad,Baia Mare,318,95,Clear,67.027909939124,773,4,310
2603,Targu Mures,Baia Mare,195,259,Fog,628.8364518547982,143,1,247
2604,Botosani,Pitesti,588,1024,Fog,2.559782539733879,897,23,562
2605,Pitesti,Iasi,526,260,Clear,797.7748162096351,781,10,518
2606,Alba Iulia,Arad,253,193,Fog,43.16820728008985,940,1,270
2607,Brasov,Arad,447,635,Rain,784.7551379101081,98,6,469
2608,Constanta,Deva,623,361,Snow,306.88071548363826,397,12,609
2609,Drobeta-Turnu Severin,Targu Mures,403,208,Fog,179.12694815603913,495,1,419
2610,Botosani,Sibiu,410,387,Snow,115.61656337467818,348,14,415
2611,Sibiu,Buzau,332,611,Snow,864.8583371278231,986,38,339
2612,Vaslui,Satu Mare,513,126,Fog,450.482477881489,859,14,509
2613,Baia Mare,Drobeta-Turnu Severin,510,242,Rain,602.599634829659,182,12,517
2614,Deva,Brasov,273,1384,Snow,118.49053926765396,657,35,276
2615,Targu Mures,Deva,206,399,Snow,404.352691462989,179,27,234
2616,Cluj-Napoca,Arad,351,1060,Clear,762.4952618716212,238,35,360
2617,Slatina,Barlad,469,309,Fog,65.93791425206297,402,19,466
2618,Roman,Deva,440,1371,Snow,823.0215499751818,18,11,477
2619,Arad,Botosani,679,679,Fog,992.8046217103547,153,10,695
2620,Cluj-Napoca,Arad,351,1279,Fog,799.3894458664616,595,10,386
2621,Pitesti,Constanta,345,1221,Clear,881.5994259386321,264,11,372
2622,Craiova,Bacau,545,554,Snow,736.9022687112292,265,13,551
2623,Oradea,Barlad,581,1194,Rain,469.24970637940964,425,16,576
2624,Pitesti,Suceava,577,1286,Snow,506.95759019807815,229,20,577
2625,Barlad,Pitesti,406,663,Snow,855.6868434240058,957,15,419
2626,Cluj-Napoca,Suceava,300,32,Clear,308.3798482184229,153,5,313
2627,Brasov,Cluj-Napoca,272,242,Clear,564.5971526335062,747,18,277
2628,Ploiesti,Targu Mures,283,154,Fog,895.2727545164912,486,11,321
